FB.001.1	FB.002.1	2.4718894928
FB.001.1	FB.003.1	2.9111577254
FB.001.1	FB.004.1	2.5970175003
FB.001.1	FB.005.1	2.3391500893
FB.001.1	FB.006.1	2.3349438558
FB.001.1	FB.007.1	2.212366474
FB.001.1	FB.008.1	2.6604645507
FB.001.1	FB.009.1	2.392877931
FB.001.1	FB.010.1	2.3059639389
FB.001.1	FB.011.1	2.8706967635
FB.001.1	FB.012.1	2.3759768074
FB.001.1	FB.013.1	1.8793813809
FB.001.1	FB.014.1	3.111057326
FB.001.1	FB.015.1	3.2299092943
FB.001.1	FB.016.1	2.2671277622
FB.001.1	FB.017.1	2.7125940353
FB.001.1	FB.018.1	2.5241121557
FB.001.1	FB.019.1	2.1349414884
FB.001.1	FB.020.1	2.9505424703
FB.001.1	FB.021.1	2.3302886545
FB.001.1	FB.022.1	3.1695347313
FB.001.1	FB.023.1	2.9862157498
FB.001.1	FB.024.1	2.9847619584
FB.001.1	FB.025.1	3.5028369213
FB.001.1	FB.026.1	3.4948546142
FB.001.1	FB.027.1	2.4550371424
FB.001.1	FB.028.1	2.6922259546
FB.001.1	FB.029.1	2.1550550113
FB.001.1	FB.030.1	3.2192047554
FB.001.1	FB.031.1	3.3237499981
FB.001.1	FB.032.1	2.5737291478
FB.001.1	FB.033.1	3.8521218796
FB.001.1	FB.034.1	2.6389400127
FB.001.1	FB.035.1	3.6925349084
FB.001.1	FB.036.1	2.4937259338
FB.001.1	FB.037.1	3.3093403031
FB.001.1	FB.038.1	3.6558517585
FB.001.1	FB.039.1	1.9873975733
FB.001.1	FB.040.1	2.725356229
FB.001.1	FB.041.1	4.203589845
FB.001.1	FB.042.1	2.5959318837
FB.001.1	FB.043.1	2.2939914329
FB.001.1	FB.044.1	2.5255205301
FB.001.1	FB.045.1	3.6208000273
FB.001.1	FB.046.1	2.4050606833
FB.001.1	FB.047.1	3.2467402597
FB.001.1	FB.048.1	4.3962898624
FB.001.1	FB.049.1	3.1116416969
FB.001.1	FB.050.1	2.2717256316
FB.001.1	FB.051.1	2.0107936576
FB.001.1	FB.052.1	2.7500058602
FB.001.1	FB.053.1	3.7799766058
FB.001.1	FB.054.1	2.5509790775
FB.001.1	FB.055.1	2.245770265
FB.001.1	FB.056.1	2.04203871
FB.001.1	FB.057.1	3.8763320824
FB.001.1	FB.058.1	2.9682991837
FB.001.1	FB.059.1	1.9883729984
FB.001.1	FB.060.1	2.2365508813
FB.001.1	FB.061.1	3.0895719033
FB.001.1	FB.062.1	2.7476053121
FB.001.1	FB.063.1	3.3471819761
FB.001.1	FB.064.1	3.7799766058
FB.001.1	FB.065.1	3.9667512569
FB.001.1	FB.066.1	2.24694204
FB.001.1	FB.067.1	5.2981501354
FB.001.1	FB.068.1	2.9131393293
FB.001.1	FB.069.1	2.5002265009
FB.001.1	FB.070.1	3.3824548657
FB.001.1	FB.071.1	2.7511209466
FB.001.1	FB.072.1	2.7987580054
FB.001.1	FB.073.1	4.1318656863
FB.001.1	FB.074.1	3.2111029763
FB.001.1	FB.075.1	4.1462793239
FB.001.1	FB.076.1	4.953630492
FB.001.1	FB.077.1	3.3429091107
FB.001.1	FB.078.1	2.480761862
FB.001.1	FB.079.1	2.9048091917
FB.001.1	FB.080.1	3.9848628874
FB.001.1	FB.081.1	2.2545836053
FB.001.1	FB.082.1	5.1353704792
FB.001.1	FB.083.0	2.5670387194
FB.001.1	FB.084.0	2.230231839
FB.001.1	FB.085.0	3.0125862763
FB.001.1	FB.086.0	2.5185263959
FB.001.1	FB.087.0	2.5388036407
FB.001.1	FB.088.0	3.7634476113
FB.001.1	FB.089.0	2.1945976497
FB.001.1	FB.090.0	3.0907853015
FB.001.1	FB.091.0	3.6488068354
FB.001.1	FB.092.0	2.0452651427
FB.001.1	FB.093.0	3.0736711505
FB.001.1	FB.094.0	3.1353102543
FB.001.1	FB.095.0	2.0547578832
FB.001.1	FB.096.0	3.2273751584
FB.001.1	FB.097.0	3.3023274821
FB.001.1	FB.098.0	2.4004077563
FB.001.1	FB.099.0	2.1110064656
FB.001.1	FB.100.0	3.2733642501
FB.001.1	FB.101.0	2.8330320088
FB.001.1	FB.102.0	2.5120515726
FB.001.1	FB.103.0	2.2278760873
FB.001.1	FB.104.0	2.6232239608
FB.001.1	FB.105.0	3.2331093189
FB.001.1	FB.106.0	2.9873286112
FB.001.1	FB.107.0	2.6753493426
FB.001.1	FB.108.0	2.3875711231
FB.001.1	FB.109.0	2.9245592804
FB.001.1	FB.110.0	3.2649022615
FB.001.1	FB.111.0	2.3143352474
FB.001.1	FB.112.0	2.8078930145
FB.001.1	FB.113.0	2.465982767
FB.001.1	FB.114.0	3.6943087335
FB.001.1	FB.115.0	2.5929184881
FB.001.1	FB.116.0	4.293481842
FB.001.1	FB.117.0	3.49180246
FB.001.1	FB.118.0	3.0509981231
FB.001.1	FB.119.0	2.3777810311
FB.001.1	FB.120.0	2.3078426573
FB.001.1	FB.121.0	2.7120080614
FB.001.1	FB.122.0	2.802121178
FB.001.1	FB.123.0	2.9051836134
FB.001.1	FB.124.0	3.2849755021
FB.001.1	FB.125.0	3.199840733
FB.001.1	FB.126.0	3.6683011077
FB.001.1	FB.127.0	2.8800723698
FB.001.1	FB.128.0	3.3210821695
FB.001.1	FB.129.0	3.4492895124
FB.001.1	FB.130.0	3.6013943581
FB.001.1	FB.131.0	2.6831483918
FB.001.1	FB.132.0	2.5310500343
FB.001.1	FB.133.0	3.7604969909
FB.001.1	FB.134.0	2.694505859
FB.001.1	FB.135.0	4.6494912189
FB.001.1	FB.136.0	2.1976487979
FB.001.1	FB.137.0	2.3257281599
FB.001.1	FB.138.0	2.2790430433
FB.001.1	FB.139.0	3.584885627
FB.001.1	FB.140.0	3.5849024861
FB.001.1	FB.141.0	2.7639382732
FB.001.1	FB.142.0	2.5849380957
FB.001.1	FB.143.0	2.1663833816
FB.001.1	FB.144.0	3.2684543515
FB.001.1	FB.145.0	2.669216219
FB.001.1	FB.146.0	3.0046276222
FB.001.1	FB.147.0	2.4900459618
FB.001.1	FB.148.0	2.2162110273
FB.001.1	FB.149.0	2.2717218876
FB.001.1	FB.150.0	2.670958169
FB.001.1	FB.151.0	2.2896963709
FB.001.1	FB.152.0	2.8327619728
FB.001.1	FB.153.0	3.5781607515
FB.001.1	FB.154.0	3.4908380675
FB.001.1	FB.155.0	2.6503079503
FB.001.1	FB.156.0	3.2036555166
FB.001.1	FB.157.0	3.6289465173
FB.001.1	FB.158.0	3.0144376344
FB.001.1	FB.159.0	3.3588554612
FB.001.1	FB.160.0	3.2112867301
FB.001.1	FB.161.0	2.9799726558
FB.001.1	FB.162.0	3.7792249632
FB.001.1	FB.163.0	2.6023714648
FB.001.1	FB.164.0	2.436846967
FB.001.1	FE.001.1	2.562755445
FB.001.1	FE.002.1	4.2216482622
FB.001.1	FE.003.1	3.0212744287
FB.001.1	FE.004.1	2.7761231068
FB.001.1	FE.005.1	2.912393564
FB.001.1	FE.006.1	5.1353704792
FB.001.1	FE.007.1	2.807837393
FB.001.1	FE.008.1	4.2121626333
FB.001.1	FE.009.1	4.5155836686
FB.001.1	FE.010.1	3.6410126532
FB.001.1	FE.011.1	2.6842971099
FB.001.1	FE.012.1	2.9722696339
FB.001.1	FE.013.1	2.8850883009
FB.001.1	FE.014.1	3.1708251657
FB.001.1	FE.015.1	2.3743215467
FB.001.1	FE.016.1	3.2647630367
FB.001.1	FE.017.1	3.4095264873
FB.001.1	FE.018.0	2.1294239431
FB.001.1	FE.019.0	3.1676893714
FB.001.1	FE.020.0	3.1393266636
FB.001.1	FE.021.0	2.7386127875
FB.001.1	FE.022.0	3.4700691212
FB.001.1	FE.023.0	3.492021603
FB.001.1	FE.024.0	2.7271254169
FB.001.1	FE.025.0	2.2869729784
FB.001.1	FE.026.0	3.5475259424
